ZFIN:ZDB-GENE-010226-1	glial cell derived neurotrophic factor a		GO:0001755		UniProt	NCBITaxon:7955	ISS	UniProtKB:P39905	PANTHER:PTHR12173	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20110409	gdnfa
ZFIN:ZDB-GENE-030616-78	cadherin EGF LAG seven-pass G-type receptor 1a		GO:0042074		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-050823-1|ZFIN:ZDB-MRPHLNO-050823-4	PANTHER:PTHR24026	protein_coding_gene		PMID:15882862|ZFIN:ZDB-PUB-050513-4	20060130	celsr1a
ZFIN:ZDB-GENE-060503-178	si:dkey-95h12.2		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	si:dkey-95h12.2
ZFIN:ZDB-GENE-060503-178	si:dkey-95h12.2		GO:0048246		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	si:dkey-95h12.2
ZFIN:ZDB-GENE-060503-178	si:dkey-95h12.2		GO:0048245		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	si:dkey-95h12.2
ZFIN:ZDB-GENE-060503-178	si:dkey-95h12.2		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	si:dkey-95h12.2
ZFIN:ZDB-GENE-070117-37	reversion-inducing-cysteine-rich protein with kazal motifs		GO:0090049		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-160526-1	PANTHER:PTHR13487	protein_coding_gene		PMID:26657775|ZFIN:ZDB-PUB-151216-18	20160603	reck
ZFIN:ZDB-GENE-030131-9877	LLGL scribble cell polarity complex component 2		GO:0030336		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-980202-996	PANTHER:PTHR10241	protein_coding_gene		PMID:15983403|ZFIN:ZDB-PUB-050701-12	20050817	llgl2
ZFIN:ZDB-GENE-040426-1131	phosphatase and actin regulator 4b		GO:0001755		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q501J7	PANTHER:PTHR12751	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20120228	phactr4b
ZFIN:ZDB-GENE-040426-1131	phosphatase and actin regulator 4b		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002653873|MGI:MGI:2140327	PANTHER:PTHR12751	protein_coding_gene		PMID:21873635	20200305	phactr4b
ZFIN:ZDB-GENE-060119-1	laminin, alpha 2		GO:0030334		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR009254	PANTHER:PTHR10574	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	lama2
ZFIN:ZDB-GENE-030131-9823	laminin, alpha 5		GO:0030334		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR009254	PANTHER:PTHR10574	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	lama5
ZFIN:ZDB-GENE-030131-9823	laminin, alpha 5		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000742947|MGI:MGI:105382|UniProtKB:O15230	PANTHER:PTHR10574	protein_coding_gene		PMID:21873635	20190301	lama5
UniProtKB:A0A2R8QN98	Uncharacterized protein		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021269|UniProtKB:P80162|MGI:MGI:1888712|UniProtKB:Q07325|RGD:70069|RGD:708540|RGD:619869|UniProtKB:P02778|RGD:620209|UniProtKB:A0A0G2KYH9|MGI:MGI:1339941|MGI:MGI:3037818|UniProtKB:O14625|UniProtKB:P10145|RGD:621812|RGD:727827|ZFIN:ZDB-GENE-090313-165|MGI:MGI:1888499|UniProtKB:O43927|UniProtKB:P80221	PANTHER:PTHR10179	protein		PMID:21873635	20200807	LOC101883994
UniProtKB:A0A2R8QN98	Uncharacterized protein		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021269|UniProtKB:A0A0G2KYH9|UniProtKB:P79255|UniProtKB:P80162|MGI:MGI:1339941|MGI:MGI:3037818|RGD:70069|UniProtKB:P10145|RGD:619869|RGD:621812|UniProtKB:N0GW19|UniProtKB:P80221	PANTHER:PTHR10179	protein		PMID:21873635	20200807	LOC101883994
ZFIN:ZDB-GENE-030131-9808	pumilio RNA-binding family member 3		GO:0008354		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-090507-7		protein_coding_gene		PMID:19319195|ZFIN:ZDB-PUB-090330-9	20151013	pum3
ZFIN:ZDB-GENE-090303-1	chemokine (C-X-C motif) ligand 18a, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl18a.1
ZFIN:ZDB-GENE-090303-1	chemokine (C-X-C motif) ligand 18a, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	cxcl18a.1
UniProtKB:A0A2R8QMQ8	Uncharacterized protein		GO:0030336		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001021265|RGD:628901|UniProtKB:O75044|WB:WBGene00006406	PANTHER:PTHR14166	protein		PMID:21873635	20170228	A0A2R8QMQ8
ZFIN:ZDB-GENE-080108-5	dedicator of cytokinesis 1		GO:0016477		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR030717	PANTHER:PTHR45653	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	dock1
ZFIN:ZDB-GENE-080108-4	dedicator of cytokinesis 5		GO:0016477		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR030717	PANTHER:PTHR45653	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	dock5
ZFIN:ZDB-GENE-060803-3	integrin, beta 1b.1		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000801545|UniProtKB:P05107|UniProtKB:P05556|RGD:1305581|UniProtKB:P05106|MGI:MGI:96616|MGI:MGI:96610|UniProtKB:A0A0R4IR57|MGI:MGI:96611|FB:FBgn0004657|UniProtKB:P26010|MGI:MGI:96613	PANTHER:PTHR10082	protein_coding_gene		PMID:21873635	20200807	itgb1b.1
ZFIN:ZDB-GENE-060803-2	integrin, beta 1a		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000801545|UniProtKB:P05107|UniProtKB:P05556|RGD:1305581|UniProtKB:P05106|MGI:MGI:96616|MGI:MGI:96610|UniProtKB:A0A0R4IR57|MGI:MGI:96611|FB:FBgn0004657|UniProtKB:P26010|MGI:MGI:96613	PANTHER:PTHR10082	protein_coding_gene		PMID:21873635	20200807	itgb1a
ZFIN:ZDB-GENE-060503-820	ras homolog family member Ga		GO:1902622		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002374567|ZFIN:ZDB-GENE-040625-27|MGI:MGI:97846|UniProtKB:P15153|MGI:MGI:97845|UniProtKB:P63000	PANTHER:PTHR24072	protein_coding_gene		PMID:21873635	20181128	rhoga
ZFIN:ZDB-GENE-090311-38	Rho GTPase activating protein 4b		GO:0030336		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001021265|RGD:628901|UniProtKB:O75044|WB:WBGene00006406	PANTHER:PTHR14166	protein_coding_gene		PMID:21873635	20170228	arhgap4b
ZFIN:ZDB-GENE-030131-9770	angiomotin like 2a		GO:0016477		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070530-2	PANTHER:PTHR14826	protein_coding_gene		PMID:17293535|ZFIN:ZDB-PUB-070303-6	20070531	amotl2a
ZFIN:ZDB-GENE-030131-9770	angiomotin like 2a		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000381810|MGI:MGI:1922973|UniProtKB:Q4VCS5	PANTHER:PTHR14826	protein_coding_gene		PMID:21873635	20200320	amotl2a
ZFIN:ZDB-GENE-030131-9770	angiomotin like 2a		GO:0003365		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000381812|MGI:MGI:1922973|MGI:MGI:108440	PANTHER:PTHR14826	protein_coding_gene		PMID:21873635	20170602	amotl2a
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.4
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.4
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR030595	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.4
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.4
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|RGD:3645|UniProtKB:P10147|MGI:MGI:1097153	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl39.4
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|UniProtKB:P13501|MGI:MGI:1099448|UniProtKB:Q99731|UniProtKB:Q9Y258|ZFIN:ZDB-GENE-110222-2|UniProtKB:O00585|UniProtKB:P80098|MGI:MGI:1349183|RGD:3646|UniProtKB:P47992|UniProtKB:P10147|MGI:MGI:104593|UniProtKB:P55773|UniProtKB:P78423|RGD:3644|RGD:69069|MGI:MGI:1097153|MGI:MGI:98260|RGD:620458|MGI:MGI:1346316|RGD:1303200|UniProtKB:P22362|UniProtKB:O00175|UniProtKB:P51671|RGD:3645|UniProtKB:O15444|RGD:620441|UniProtKB:Q99616	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20201205	ccl39.4
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|MGI:MGI:108224|UniProtKB:P13500|UniProtKB:Q9Y258|UniProtKB:P10147	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl39.4
ZFIN:ZDB-GENE-131127-181	chemokine (C-C motif) ligand 39, duplicate 4		GO:0048247		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|UniProtKB:P47992|UniProtKB:Q9Y258|UniProtKB:P10147|RGD:3645|MGI:MGI:104593|MGI:MGI:1097153|RGD:69069	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20200808	ccl39.4
ZFIN:ZDB-GENE-060118-1	laminin, alpha 1		GO:0001764		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-051128-5|ZFIN:ZDB-MRPHLNO-060119-1	PANTHER:PTHR10574	protein_coding_gene		PMID:19013446|ZFIN:ZDB-PUB-081121-15	20090922	lama1
ZFIN:ZDB-GENE-060118-1	laminin, alpha 1		GO:0030334		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR009254	PANTHER:PTHR10574	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	lama1
ZFIN:ZDB-GENE-060118-1	laminin, alpha 1		GO:0001764		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-060117-1	PANTHER:PTHR10574	protein_coding_gene		PMID:16261616|ZFIN:ZDB-PUB-051107-18	20060120	lama1
ZFIN:ZDB-GENE-060118-1	laminin, alpha 1		GO:0001764		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-060119-1	PANTHER:PTHR10574	protein_coding_gene		PMID:19013446|ZFIN:ZDB-PUB-081121-15	20090922	lama1
ZFIN:ZDB-GENE-060118-1	laminin, alpha 1		GO:0001764		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-041217-5|ZFIN:ZDB-MRPHLNO-060119-1	PANTHER:PTHR10574	protein_coding_gene		PMID:19013446|ZFIN:ZDB-PUB-081121-15	20090922	lama1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR030595	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl39.1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|MGI:MGI:108224|UniProtKB:P13500|UniProtKB:Q9Y258|UniProtKB:P10147	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl39.1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|RGD:3645|UniProtKB:P10147|MGI:MGI:1097153	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl39.1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0048247		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|UniProtKB:P47992|UniProtKB:Q9Y258|UniProtKB:P10147|RGD:3645|MGI:MGI:104593|MGI:MGI:1097153|RGD:69069	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20200808	ccl39.1
ZFIN:ZDB-GENE-131127-149	chemokine (C-C motif) ligand 39, duplicate 1		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|UniProtKB:P13501|MGI:MGI:1099448|UniProtKB:Q99731|UniProtKB:Q9Y258|ZFIN:ZDB-GENE-110222-2|UniProtKB:O00585|UniProtKB:P80098|MGI:MGI:1349183|RGD:3646|UniProtKB:P47992|UniProtKB:P10147|MGI:MGI:104593|UniProtKB:P55773|UniProtKB:P78423|RGD:3644|RGD:69069|MGI:MGI:1097153|MGI:MGI:98260|RGD:620458|MGI:MGI:1346316|RGD:1303200|UniProtKB:P22362|UniProtKB:O00175|UniProtKB:P51671|RGD:3645|UniProtKB:O15444|RGD:620441|UniProtKB:Q99616	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20201205	ccl39.1
ZFIN:ZDB-GENE-050221-4	fibroblast growth factor 18b		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000160075|UniProtKB:P21781|MGI:MGI:1099809|ZFIN:ZDB-GENE-980526-178|UniProtKB:O15520|UniProtKB:P09038|MGI:MGI:95516|WB:WBGene00001185|UniProtKB:O43320|UniProtKB:P08620|UniProtKB:O76093|UniProtKB:P05230|RGD:2610|ZFIN:ZDB-GENE-990415-72	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf18b
ZFIN:ZDB-GENE-050221-1	guanine nucleotide binding protein (G protein) alpha 12a		GO:0042074		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-060113-1|ZFIN:ZDB-MRPHLNO-060113-3|ZFIN:ZDB-MRPHLNO-060113-4	PANTHER:PTHR10218	protein_coding_gene		PMID:15928205|ZFIN:ZDB-PUB-050607-6	20060113	gna12a
ZFIN:ZDB-GENE-050221-1	guanine nucleotide binding protein (G protein) alpha 12a		GO:0060973		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENE-030131-5024|ZFIN:ZDB-GENE-030131-8277	PANTHER:PTHR10218	protein_coding_gene		PMID:23318642|ZFIN:ZDB-PUB-130124-24	20141017	gna12a
ZFIN:ZDB-GENE-050107-1	erb-b2 receptor tyrosine kinase 3b		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-080218-1	PANTHER:PTHR24416	protein_coding_gene		PMID:18599505|ZFIN:ZDB-PUB-080707-10	20081222	erbb3b
ZFIN:ZDB-GENE-050107-1	erb-b2 receptor tyrosine kinase 3b		GO:0008347		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-050512-3	PANTHER:PTHR24416	protein_coding_gene		PMID:15797019|ZFIN:ZDB-PUB-050404-3	20050513	erbb3b
UniProtKB:A0A2R8QLT2	Uncharacterized protein		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000180420|UniProtKB:P01127|RGD:3283|UniProtKB:P04085|RGD:621880|UniProtKB:B1H0W5|MGI:MGI:97528	PANTHER:PTHR11633	protein		PMID:21873635	20200807	pdgfc
ZFIN:ZDB-GENE-990708-5	dickkopf WNT signaling pathway inhibitor 1b		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070604-2	PANTHER:PTHR12113	protein_coding_gene		PMID:17322405|ZFIN:ZDB-PUB-070303-33	20070920	dkk1b
ZFIN:ZDB-GENE-990708-5	dickkopf WNT signaling pathway inhibitor 1b		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070604-1	PANTHER:PTHR12113	protein_coding_gene		PMID:17322405|ZFIN:ZDB-PUB-070303-33	20070920	dkk1b
ZFIN:ZDB-GENE-990708-5	dickkopf WNT signaling pathway inhibitor 1b		GO:0030334		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENE-011119-1	PANTHER:PTHR12113	protein_coding_gene		PMID:17322405|ZFIN:ZDB-PUB-070303-33	20071126	dkk1b
ZFIN:ZDB-GENE-110411-52	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1		GO:0030334		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q8IYU2		protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20120113	hace1
UniProtKB:A0A2R8RWP0	Uncharacterized protein		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema3fb
UniProtKB:A0A2R8RWP0	Uncharacterized protein		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema3fb
ZFIN:ZDB-GENE-030131-6760	tumor necrosis factor receptor superfamily, member 19		GO:0048922		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-140522-4	PANTHER:PTHR12120	protein_coding_gene		PMID:24466042|ZFIN:ZDB-PUB-140321-56	20140605	tnfrsf19
ZFIN:ZDB-GENE-030828-4	DND microRNA-mediated repression inhibitor 1		GO:0008354		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-050413-1	PANTHER:PTHR21245	protein_coding_gene		PMID:12932328|ZFIN:ZDB-PUB-030826-4	20050414	dnd1
ZFIN:ZDB-GENE-030828-4	DND microRNA-mediated repression inhibitor 1		GO:0008354		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-050413-1	PANTHER:PTHR21245	protein_coding_gene		PMID:26510515|ZFIN:ZDB-PUB-151030-11	20160309	dnd1
ZFIN:ZDB-GENE-030828-4	DND microRNA-mediated repression inhibitor 1		GO:0008354		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-050413-1	PANTHER:PTHR21245	protein_coding_gene		PMID:16129886|ZFIN:ZDB-PUB-050907-5	20060206	dnd1
ZFIN:ZDB-GENE-030131-2956	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	sema3bl
ZFIN:ZDB-GENE-030131-2956	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	sema3bl
ZFIN:ZDB-GENE-030131-5217	antifreeze protein type IV		GO:0060030		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-141016-3		protein_coding_gene		PMID:25013380|ZFIN:ZDB-PUB-140712-4	20141016	afp4
ZFIN:ZDB-GENE-050208-475	laminin, alpha 3		GO:0030334		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR009254	PANTHER:PTHR10574	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	lama3
ZFIN:ZDB-GENE-100727-5	RAB11 family interacting protein 2 (class I)		GO:0001755		ZFIN	NCBITaxon:7955	IMP		PANTHER:PTHR15746	protein_coding_gene		PMID:20463035|ZFIN:ZDB-PUB-100518-8	20100728	rab11fip2
ZFIN:ZDB-GENE-100727-5	RAB11 family interacting protein 2 (class I)		GO:0001755		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENO-100728-4	PANTHER:PTHR15746	protein_coding_gene		PMID:20463035|ZFIN:ZDB-PUB-100518-8	20100728	rab11fip2
ZFIN:ZDB-GENE-040426-1246	DEF6 guanine nucleotide exchange factor a		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-111207-2	PANTHER:PTHR14383	protein_coding_gene		PMID:22039507|ZFIN:ZDB-PUB-111115-2	20111220	def6a
ZFIN:ZDB-GENE-040426-1246	DEF6 guanine nucleotide exchange factor a		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-111207-3	PANTHER:PTHR14383	protein_coding_gene		PMID:22039507|ZFIN:ZDB-PUB-111115-2	20111220	def6a
ZFIN:ZDB-GENE-040426-1229	Rho GTPase activating protein 4a		GO:0030336		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001021265|RGD:628901|UniProtKB:O75044|WB:WBGene00006406	PANTHER:PTHR14166	protein_coding_gene		PMID:21873635	20170228	arhgap4a
ZFIN:ZDB-GENE-040426-1202	Coronin		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000091809|MGI:MGI:1345961|ZFIN:ZDB-GENE-030114-6|UniProtKB:Q9ULV4|UniProtKB:Q9BR76	PANTHER:PTHR10856	protein		PMID:21873635	20190308	coro6
ZFIN:ZDB-GENE-070912-330	interferon regulatory factor 4a		GO:0097535		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-160115-2	PANTHER:PTHR11949	protein_coding_gene		PMID:26300447|ZFIN:ZDB-PUB-150825-50	20160817	irf4a
ZFIN:ZDB-GENE-050309-145	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000005674|FB:FBgn0015279|ZFIN:ZDB-GENE-040426-2532	PANTHER:PTHR10048	protein_coding_gene		PMID:21873635	20200807	pik3c2b
ZFIN:ZDB-GENE-040704-75	rhomboid 5 homolog 1a (Drosophila)		GO:0016477		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q96CC6	PANTHER:PTHR45965	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20110401	rhbdf1a
ZFIN:ZDB-GENE-160728-89	si:ch73-40a2.1		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002814495|RGD:3082|MGI:MGI:104294|MGI:MGI:96969|ZFIN:ZDB-GENE-041014-1|MGI:MGI:1347244	PANTHER:PTHR24416	protein_coding_gene		PMID:21873635	20181025	si:ch73-40a2.1
ZFIN:ZDB-GENE-030131-6664	annexin A1a		GO:0090050		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002574794|UniProtKB:P04083	PANTHER:PTHR10502	protein_coding_gene		PMID:21873635	20180521	anxa1a
ZFIN:ZDB-GENE-030131-6664	annexin A1a		GO:0002685		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002574794|MGI:MGI:96819	PANTHER:PTHR10502	protein_coding_gene		PMID:21873635	20180521	anxa1a
ZFIN:ZDB-GENE-030131-6664	annexin A1a		GO:0014839		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002574794|MGI:MGI:96819	PANTHER:PTHR10502	protein_coding_gene		PMID:21873635	20180521	anxa1a
ZFIN:ZDB-GENE-030131-6664	annexin A1a		GO:0071621		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002574794|UniProtKB:P04083	PANTHER:PTHR10502	protein_coding_gene		PMID:21873635	20180521	anxa1a
ZFIN:ZDB-GENE-030131-9753	A kinase (PRKA) anchor protein 12b		GO:1904969		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-120404-5	PANTHER:PTHR23209	protein_coding_gene		PMID:25534553|ZFIN:ZDB-PUB-141224-13	20160217	akap12b
ZFIN:ZDB-GENE-030131-9753	A kinase (PRKA) anchor protein 12b		GO:1904969		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070910-3	PANTHER:PTHR23209	protein_coding_gene		PMID:25534553|ZFIN:ZDB-PUB-141224-13	20160217	akap12b
ZFIN:ZDB-GENE-030827-5	nucleolar and spindle associated protein 1		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-110112-1	PANTHER:PTHR15874	protein_coding_gene		PMID:21203972|ZFIN:ZDB-PUB-110110-20	20110410	nusap1
