ZFIN:ZDB-GENE-030131-1033	agrin		GO:1902572		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002588955|MGI:MGI:3648654|MGI:MGI:1919682	PANTHER:PTHR10913	protein_coding_gene		PMID:21873635	20190524	agrn
ZFIN:ZDB-GENE-070912-146	high choriolytic enzyme 2-like 2		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR006026	PANTHER:PTHR10127	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	hce2l2
ZFIN:ZDB-GENE-070912-146	high choriolytic enzyme 2-like 2		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR10127	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	hce2l2
ZFIN:ZDB-GENE-070912-146	high choriolytic enzyme 2-like 2		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000013301|WB:WBGene00003553|RGD:3081	PANTHER:PTHR10127	protein_coding_gene		PMID:21873635	20180613	hce2l2
ZFIN:ZDB-GENE-070912-136	granzyme 3, tandem duplicate 4		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.4
ZFIN:ZDB-GENE-070912-136	granzyme 3, tandem duplicate 4		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.4
ZFIN:ZDB-GENE-070912-136	granzyme 3, tandem duplicate 4		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.4
ZFIN:ZDB-GENE-070912-136	granzyme 3, tandem duplicate 4		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.4
ZFIN:ZDB-GENE-070912-135	granzyme 3, tandem duplicate 3		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.3
ZFIN:ZDB-GENE-070912-135	granzyme 3, tandem duplicate 3		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.3
ZFIN:ZDB-GENE-070912-135	granzyme 3, tandem duplicate 3		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.3
ZFIN:ZDB-GENE-070912-135	granzyme 3, tandem duplicate 3		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.3
ZFIN:ZDB-GENE-070912-135	granzyme 3, tandem duplicate 3		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.3
ZFIN:ZDB-GENE-070912-135	granzyme 3, tandem duplicate 3		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3.3
ZFIN:ZDB-GENE-070912-132	granzyme 3, tandem duplicate 1		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3
ZFIN:ZDB-GENE-070912-132	granzyme 3, tandem duplicate 1		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3
ZFIN:ZDB-GENE-070912-132	granzyme 3, tandem duplicate 1		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3
ZFIN:ZDB-GENE-070912-132	granzyme 3, tandem duplicate 1		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3
ZFIN:ZDB-GENE-070912-132	granzyme 3, tandem duplicate 1		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3
ZFIN:ZDB-GENE-070912-132	granzyme 3, tandem duplicate 1		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	gzm3
ZFIN:ZDB-GENE-041210-211	GRAM domain containing 4a		GO:0043280		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002444536|UniProtKB:Q6IC98	PANTHER:PTHR37402	protein_coding_gene		PMID:21873635	20200131	gramd4a
ZFIN:ZDB-GENE-070112-972	serine peptidase inhibitor, Kazal type 2, tandem duplicate 1		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR47729	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	spink2.1
ZFIN:ZDB-GENE-061215-46	phosphatidylserine decarboxylase		GO:0016540		UniProt	NCBITaxon:7955	IEA	UniRule:UR000370960	PANTHER:PTHR10067	protein_coding_gene		ZFIN:ZDB-PUB-170525-1	20201128	pisd
UniProtKB:Q6IQM2	Cytochrome c		GO:0043280		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000943712|MGI:MGI:88578|FB:FBgn0086907|UniProtKB:P00004	PANTHER:PTHR11961	protein		PMID:21873635	20200808	cyc
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR017051	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR017051	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0008236		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0720	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0008233	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0016485"", ""label"": ""protein processing""}}"	ZFIN	NCBITaxon:7955	IDA		PANTHER:PTHR24253	protein_coding_gene		PMID:29301867|ZFIN:ZDB-PUB-180106-2	20200109	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR24253	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	st14a
ZFIN:ZDB-GENE-030131-6496	ST14 transmembrane serine protease matriptase a		GO:0016485	"{""relationship"": {""relation"": [{""id"": ""RO:0002233"", ""label"": ""has input""}], ""id"": ""ZFIN:ZDB-GENE-070615-24"", ""label"": ""ZFIN:ZDB-GENE-070615-24""}}"	ZFIN	NCBITaxon:7955	IDA		PANTHER:PTHR24253	protein_coding_gene		PMID:29301867|ZFIN:ZDB-PUB-180106-2	20200109	st14a
UniProtKB:A0A2R8PZV9	Uncharacterized protein		GO:0071712		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000132051|PomBase:SPBPJ4664.06	PANTHER:PTHR11226	protein		PMID:21873635	20170228	uggt2
ZFIN:ZDB-GENE-030131-6462	si:dkey-21c19.3		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR003653	PANTHER:PTHR12606	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-21c19.3
ZFIN:ZDB-GENE-030131-6462	si:dkey-21c19.3		GO:0008234		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR003653	PANTHER:PTHR12606	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-21c19.3
ZFIN:ZDB-GENE-030131-6462	si:dkey-21c19.3		GO:0016926		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000288424|TAIR:locus:2077632|UniProtKB:Q9P0U3|UniProtKB:Q9HC62|FB:FBgn0027603|UniProtKB:A0A1D8PSK4|MGI:MGI:1923076|TAIR:locus:2130864|UniProtKB:A0A1D8PIW0|SGD:S000005941|MGI:MGI:2445054|PomBase:SPBC19G7.09|WB:WBGene00006736	PANTHER:PTHR12606	protein_coding_gene		PMID:21873635	20170228	si:dkey-21c19.3
ZFIN:ZDB-GENE-030131-6462	si:dkey-21c19.3		GO:0016929		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000288424|PomBase:SPBC19G7.09|MGI:MGI:2445054|SGD:S000005941|UniProtKB:A0A1D8PIW0|TAIR:locus:2130864|UniProtKB:Q9HC62|MGI:MGI:1923076|UniProtKB:A0A1D8PSK4|FB:FBgn0027603|TAIR:locus:2077632	PANTHER:PTHR12606	protein_coding_gene		PMID:21873635	20201024	si:dkey-21c19.3
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002138	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0008234		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR015917	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002398	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033171	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002398	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033171	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0008234		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0788	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002138	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0006919		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000047948|MGI:MGI:1261423|MGI:MGI:1277950|FB:FBgn0026404|WB:WBGene00000417	PANTHER:PTHR10454	protein_coding_gene		PMID:21873635	20200929	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0097153		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000047947|MGI:MGI:1261423|FB:FBgn0010501|UniProtKB:P42574|UniProtKB:Q92851|MGI:MGI:109383|UniProtKB:Q14790|MGI:MGI:97295|UniProtKB:P55210|UniProtKB:P55212|UniProtKB:P55211|FB:FBgn0026404|MGI:MGI:107739|WB:WBGene00000417|FB:FBgn0019972	PANTHER:PTHR10454	protein_coding_gene		PMID:21873635	20170228	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0097199		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000047948|UniProtKB:P55211|FB:FBgn0026404|UniProtKB:Q92851|UniProtKB:Q14790	PANTHER:PTHR10454	protein_coding_gene		PMID:21873635	20200807	casp9
ZFIN:ZDB-GENE-030825-5	caspase 9, apoptosis-related cysteine peptidase		GO:0097200		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000047948|WB:WBGene00000417	PANTHER:PTHR10454	protein_coding_gene		PMID:21873635	20170228	casp9
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0008234		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR015917	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0097200		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR037554	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002398	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002138	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002138	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002398	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0097200		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000048300|FB:FBgn0010501|UniProtKB:P55210|FB:FBgn0019972|UniProtKB:P55212	PANTHER:PTHR10454	protein_coding_gene		PMID:21873635	20200807	casp6a
ZFIN:ZDB-GENE-030825-4	caspase 6, apoptosis-related cysteine peptidase a		GO:0097153		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000047947|MGI:MGI:1261423|FB:FBgn0010501|UniProtKB:P42574|UniProtKB:Q92851|MGI:MGI:109383|UniProtKB:Q14790|MGI:MGI:97295|UniProtKB:P55210|UniProtKB:P55212|UniProtKB:P55211|FB:FBgn0026404|MGI:MGI:107739|WB:WBGene00000417|FB:FBgn0019972	PANTHER:PTHR10454	protein_coding_gene		PMID:21873635	20170228	casp6a
ZFIN:ZDB-GENE-030825-1	MCL1 apoptosis regulator, BCL2 family member b		GO:0043154		ZFIN	NCBITaxon:7955	IDA		PANTHER:PTHR11256	protein_coding_gene		PMID:16888646|ZFIN:ZDB-PUB-060816-5	20070129	mcl1b
ZFIN:ZDB-GENE-070119-4	BCL2 binding component 3		GO:0043280		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070126-5	PANTHER:PTHR28639	protein_coding_gene		PMID:16888646|ZFIN:ZDB-PUB-060816-5	20070129	bbc3
ZFIN:ZDB-GENE-070119-3	phorbol-12-myristate-13-acetate-induced protein 1	not	GO:0043280		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070126-4	PANTHER:PTHR14299	protein_coding_gene		PMID:16888646|ZFIN:ZDB-PUB-060816-5	20070129	pmaip1
ZFIN:ZDB-GENE-070119-3	phorbol-12-myristate-13-acetate-induced protein 1		GO:0006919		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024140	PANTHER:PTHR14299	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	pmaip1
ZFIN:ZDB-GENE-070119-1	BCL2 modifying factor 1		GO:0043280		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070126-3		protein_coding_gene		PMID:16888646|ZFIN:ZDB-PUB-060816-5	20070129	bmf1
ZFIN:ZDB-GENE-090427-2	proprotein convertase subtilisin/kexin type 1 inhibitor, like		GO:0010951		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR010832		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	pcsk1nl
ZFIN:ZDB-GENE-041210-181	BCL2 interacting killer	not	GO:0043280		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-070126-6	PANTHER:PTHR15018	protein_coding_gene		PMID:16888646|ZFIN:ZDB-PUB-060816-5	20070129	bik
ZFIN:ZDB-GENE-030131-437	ybeY metalloendoribonuclease		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002036		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ybey
ZFIN:ZDB-GENE-030131-437	ybeY metalloendoribonuclease		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR023091		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ybey
ZFIN:ZDB-GENE-061110-138	DnaJ heat shock protein family (Hsp40) member B14		GO:0030433		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001940805|SGD:S000004771	PANTHER:PTHR43908	protein		PMID:21873635	20181004	dnajb14
ZFIN:ZDB-GENE-110822-1	ring finger protein 213b		GO:0006511		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002732068|UniProtKB:Q63HN8	PANTHER:PTHR22605	protein_coding_gene		PMID:21873635	20200323	rnf213b
ZFIN:ZDB-GENE-041210-146	si:dkey-14d8.20		GO:0004252		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002499857|MGI:MGI:1100881	PANTHER:PTHR48071	protein_coding_gene		PMID:21873635	20170829	si:dkey-14d8.20
ZFIN:ZDB-GENE-041210-146	si:dkey-14d8.20		GO:0031638		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002499857|MGI:MGI:1100881	PANTHER:PTHR48071	protein_coding_gene		PMID:21873635	20170829	si:dkey-14d8.20
UniProtKB:A0A0G2KN75	Uncharacterized protein		GO:0004057		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000482992|TAIR:locus:2166454|MGI:MGI:1333870|SGD:S000002985|dictyBase:DDB_G0269024	PANTHER:PTHR21367	protein		PMID:21873635	20200808	ate1
UniProtKB:A0A0G2KN75	Uncharacterized protein		GO:0016598		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000482992|MGI:MGI:1333870|SGD:S000002985|dictyBase:DDB_G0269024	PANTHER:PTHR21367	protein		PMID:21873635	20200930	ate1
ZFIN:ZDB-GENE-020220-1	amyloid beta (A4) precursor protein b		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR23103	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	appb
UniProtKB:E7FGL6	Uncharacterized protein		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001303987|UniProtKB:P45452|UniProtKB:P39900|UniProtKB:P14780|TAIR:locus:2032467|TAIR:locus:2020548|UniProtKB:P03956|FB:FBgn0033438|TAIR:locus:2130928|MGI:MGI:1341867|MGI:MGI:97011|UniProtKB:O60882|TAIR:locus:2055605|RGD:620196|MGI:MGI:101900|MGI:MGI:1340026|UniProtKB:P51512|TAIR:locus:2025891|UniProtKB:O75900|UniProtKB:Q90611|MGI:MGI:97009|UniProtKB:Q99542	PANTHER:PTHR10201	protein		PMID:21873635	20181120	mmp23ba
ZFIN:ZDB-GENE-100211-1	ubiquitin specific peptidase 43a		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR21646	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	usp43a
ZFIN:ZDB-GENE-100211-1	ubiquitin specific peptidase 43a		GO:0016579		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001394	PANTHER:PTHR21646	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	usp43a
ZFIN:ZDB-GENE-100211-1	ubiquitin specific peptidase 43a		GO:0004843		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018200	PANTHER:PTHR21646	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	usp43a
ZFIN:ZDB-GENE-100211-1	ubiquitin specific peptidase 43a		GO:0006511		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018200	PANTHER:PTHR21646	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	usp43a
ZFIN:ZDB-GENE-100211-1	ubiquitin specific peptidase 43a		GO:0004843		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001394	PANTHER:PTHR21646	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	usp43a
ZFIN:ZDB-GENE-100211-1	ubiquitin specific peptidase 43a		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR21646	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	usp43a
UniProtKB:E7FFX0	ADAM metallopeptidase with thrombospondin type 1 motif, 16		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000347317|UniProtKB:P58397|UniProtKB:Q9UKP4|FB:FBgn0034903|UniProtKB:Q9UHI8|MGI:MGI:1339949|MGI:MGI:109249|MGI:MGI:2660628	PANTHER:PTHR13723	protein		PMID:21873635	20200504	adamts16
ZFIN:ZDB-GENE-070608-2	caspase 10, apoptosis-related cysteine peptidase		GO:0008234		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR015917	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp10
ZFIN:ZDB-GENE-070608-2	caspase 10, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp10
ZFIN:ZDB-GENE-070608-2	caspase 10, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR002138	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp10
ZFIN:ZDB-GENE-070608-2	caspase 10, apoptosis-related cysteine peptidase		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	casp10
ZFIN:ZDB-GENE-070608-2	caspase 10, apoptosis-related cysteine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	casp10
ZFIN:ZDB-GENE-070608-2	caspase 10, apoptosis-related cysteine peptidase		GO:0008234		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0788	PANTHER:PTHR10454	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	casp10
