Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSDARG00000105097,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000098470,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000102811,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000104123,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000101099,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000098933,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000104229,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000087944,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000101391,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000103491,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000099990,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000098709,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000100310,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000088254,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000103068,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000098487,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000098487,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000098487,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000098762,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000098762,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000098762,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000087770,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000102487,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000103526,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000103481,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000105139,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000105024,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000087435,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000089845,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000103999,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000087060,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000084995,SNORA1,ENSG00000201541,SNORA1
ENSDARG00000084995,SNORA1,ENSG00000202059,SNORA1
ENSDARG00000084995,SNORA1,ENSG00000199405,SNORA1B
ENSDARG00000084995,SNORA1,ENSG00000206834,SNORA1
ENSDARG00000084995,SNORA1,ENSG00000207407,SNORA1
ENSDARG00000088785,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000100314,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000088024,U5,,
ENSDARG00000087379,U5,,
ENSDARG00000086894,U5,,
ENSDARG00000088677,U5,,
ENSDARG00000082440,SNORD31,ENSG00000201847,SNORD31B
ENSDARG00000082087,SNORD31,ENSG00000201847,SNORD31B
ENSDARG00000103368,U3,ENSG00000212195,U3
ENSDARG00000099146,U3,ENSG00000212195,U3
ENSDARG00000099132,U3,ENSG00000212195,U3
ENSDARG00000103329,U3,ENSG00000212195,U3
ENSDARG00000099647,U3,ENSG00000212195,U3
ENSDARG00000101397,U3,ENSG00000212195,U3
ENSDARG00000098331,U3,ENSG00000212195,U3
ENSDARG00000098560,U3,ENSG00000212195,U3
ENSDARG00000104579,U3,ENSG00000212195,U3
ENSDARG00000098939,U3,ENSG00000212195,U3
ENSDARG00000098146,U3,ENSG00000212195,U3
ENSDARG00000100189,U3,ENSG00000212195,U3
ENSDARG00000102373,U3,ENSG00000212195,U3
ENSDARG00000105054,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000105054,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000105054,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000104667,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000104667,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000104667,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000106876,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000106876,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000106876,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000100457,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000100457,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000100457,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000100343,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000100343,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000100343,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000099893,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000099893,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000099893,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000101231,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000101231,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000101231,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000103153,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000103153,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000103153,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000104781,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000104781,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000104781,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000101370,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000101370,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000101370,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000101148,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000101148,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000101148,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000101643,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000101643,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000101643,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000099125,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000099125,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000099125,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000101132,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000101132,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000101132,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000101770,ACEA_U3,ENSG00000277947,SNORD3D
ENSDARG00000101770,ACEA_U3,ENSG00000199927,ACEA_U3
ENSDARG00000101770,ACEA_U3,ENSG00000277492,SNORD3E
ENSDARG00000080987,RNase_MRP,ENSG00000223088,RMRPP5
ENSDARG00000080987,RNase_MRP,ENSG00000277027,RMRP
ENSDARG00000100903,Y_RNA,ENSG00000207411,Y_RNA
ENSDARG00000100903,Y_RNA,ENSG00000199716,Y_RNA
ENSDARG00000100903,Y_RNA,ENSG00000223080,Y_RNA
ENSDARG00000100903,Y_RNA,ENSG00000199471,Y_RNA
ENSDARG00000100903,Y_RNA,ENSG00000202382,Y_RNA
ENSDARG00000100903,Y_RNA,ENSG00000202151,RNY4P28
ENSDARG00000100903,Y_RNA,ENSG00000251779,Y_RNA
ENSDARG00000100903,Y_RNA,ENSG00000252098,Y_RNA
ENSDARG00000100903,Y_RNA,ENSG00000199755,Y_RNA
ENSDARG00000082384,U7,ENSG00000238777,RNU7-141P
ENSDARG00000082384,U7,ENSG00000251745,RNU7-124P
ENSDARG00000082384,U7,ENSG00000252178,RNU7-69P
ENSDARG00000082384,U7,ENSG00000238962,RNU7-176P
ENSDARG00000082384,U7,ENSG00000251747,RNU7-60P
ENSDARG00000082384,U7,ENSG00000275108,U7
ENSDARG00000082384,U7,ENSG00000252469,RNU7-160P
ENSDARG00000082384,U7,ENSG00000238789,RNU7-152P
ENSDARG00000082384,U7,ENSG00000252548,RNU7-149P
ENSDARG00000082384,U7,ENSG00000252597,RNU7-137P
ENSDARG00000082384,U7,ENSG00000275268,U7
ENSDARG00000082384,U7,ENSG00000251868,RNU7-71P
ENSDARG00000082384,U7,ENSG00000252057,RNU7-174P
ENSDARG00000082384,U7,ENSG00000252700,RNU7-110P
ENSDARG00000082384,U7,ENSG00000238842,RNU7-106P
ENSDARG00000082384,U7,ENSG00000239115,RNU7-67P
ENSDARG00000082384,U7,ENSG00000252429,RNU7-29P
ENSDARG00000082384,U7,ENSG00000275635,U7
ENSDARG00000082384,U7,ENSG00000238924,RNU7-82P
ENSDARG00000082384,U7,ENSG00000253043,RNU7-181P
ENSDARG00000082384,U7,ENSG00000251919,RNU7-105P
ENSDARG00000082384,U7,ENSG00000238987,RNU7-133P
ENSDARG00000082384,U7,ENSG00000238417,RNU7-63P
ENSDARG00000082384,U7,ENSG00000238374,RNU7-180P
ENSDARG00000082384,U7,ENSG00000238441,RNU7-130P
ENSDARG00000082384,U7,ENSG00000251914,RNU7-200P
ENSDARG00000082384,U7,ENSG00000252749,RNU7-116P
ENSDARG00000082384,U7,ENSG00000252532,RNU7-193P
ENSDARG00000082384,U7,ENSG00000238406,RNU7-171P
ENSDARG00000082384,U7,ENSG00000251981,RNU7-52P
ENSDARG00000082384,U7,ENSG00000238880,RNU7-59P
ENSDARG00000082384,U7,ENSG00000252003,RNU7-154P
ENSDARG00000082384,U7,ENSG00000239151,RNU7-195P
ENSDARG00000082384,U7,ENSG00000238735,RNU7-113P
ENSDARG00000082384,U7,ENSG00000238457,RNU7-169P
ENSDARG00000082384,U7,ENSG00000238357,RNU7-148P
ENSDARG00000082384,U7,ENSG00000238562,RNU7-159P
ENSDARG00000082384,U7,ENSG00000252413,RNU7-121P
ENSDARG00000081015,U7,ENSG00000238777,RNU7-141P
ENSDARG00000081015,U7,ENSG00000251745,RNU7-124P
ENSDARG00000081015,U7,ENSG00000252178,RNU7-69P
ENSDARG00000081015,U7,ENSG00000238962,RNU7-176P
ENSDARG00000081015,U7,ENSG00000251747,RNU7-60P
ENSDARG00000081015,U7,ENSG00000275108,U7
ENSDARG00000081015,U7,ENSG00000252469,RNU7-160P
ENSDARG00000081015,U7,ENSG00000238789,RNU7-152P
ENSDARG00000081015,U7,ENSG00000252548,RNU7-149P
ENSDARG00000081015,U7,ENSG00000252597,RNU7-137P
ENSDARG00000081015,U7,ENSG00000275268,U7
ENSDARG00000081015,U7,ENSG00000251868,RNU7-71P
ENSDARG00000081015,U7,ENSG00000252057,RNU7-174P
ENSDARG00000081015,U7,ENSG00000252700,RNU7-110P
ENSDARG00000081015,U7,ENSG00000238842,RNU7-106P
ENSDARG00000081015,U7,ENSG00000239115,RNU7-67P
ENSDARG00000081015,U7,ENSG00000252429,RNU7-29P
ENSDARG00000081015,U7,ENSG00000275635,U7
ENSDARG00000081015,U7,ENSG00000238924,RNU7-82P
ENSDARG00000081015,U7,ENSG00000253043,RNU7-181P
ENSDARG00000081015,U7,ENSG00000251919,RNU7-105P
ENSDARG00000081015,U7,ENSG00000238987,RNU7-133P
ENSDARG00000081015,U7,ENSG00000238417,RNU7-63P
ENSDARG00000081015,U7,ENSG00000238374,RNU7-180P
ENSDARG00000081015,U7,ENSG00000238441,RNU7-130P
ENSDARG00000081015,U7,ENSG00000251914,RNU7-200P
ENSDARG00000081015,U7,ENSG00000252749,RNU7-116P
ENSDARG00000081015,U7,ENSG00000252532,RNU7-193P
ENSDARG00000081015,U7,ENSG00000238406,RNU7-171P
ENSDARG00000081015,U7,ENSG00000251981,RNU7-52P
ENSDARG00000081015,U7,ENSG00000238880,RNU7-59P
ENSDARG00000081015,U7,ENSG00000252003,RNU7-154P
ENSDARG00000081015,U7,ENSG00000239151,RNU7-195P
ENSDARG00000081015,U7,ENSG00000238735,RNU7-113P
ENSDARG00000081015,U7,ENSG00000238457,RNU7-169P
ENSDARG00000081015,U7,ENSG00000238357,RNU7-148P
ENSDARG00000081015,U7,ENSG00000238562,RNU7-159P
ENSDARG00000081015,U7,ENSG00000252413,RNU7-121P
ENSDARG00000083638,U7,ENSG00000238777,RNU7-141P
ENSDARG00000083638,U7,ENSG00000251745,RNU7-124P
ENSDARG00000083638,U7,ENSG00000252178,RNU7-69P
ENSDARG00000083638,U7,ENSG00000238962,RNU7-176P
ENSDARG00000083638,U7,ENSG00000251747,RNU7-60P
ENSDARG00000083638,U7,ENSG00000275108,U7
ENSDARG00000083638,U7,ENSG00000252469,RNU7-160P
ENSDARG00000083638,U7,ENSG00000238789,RNU7-152P
ENSDARG00000083638,U7,ENSG00000252548,RNU7-149P
ENSDARG00000083638,U7,ENSG00000252597,RNU7-137P
ENSDARG00000083638,U7,ENSG00000275268,U7
ENSDARG00000083638,U7,ENSG00000251868,RNU7-71P
ENSDARG00000083638,U7,ENSG00000252057,RNU7-174P
ENSDARG00000083638,U7,ENSG00000252700,RNU7-110P
ENSDARG00000083638,U7,ENSG00000238842,RNU7-106P
ENSDARG00000083638,U7,ENSG00000239115,RNU7-67P
ENSDARG00000083638,U7,ENSG00000252429,RNU7-29P
ENSDARG00000083638,U7,ENSG00000275635,U7
ENSDARG00000083638,U7,ENSG00000238924,RNU7-82P
ENSDARG00000083638,U7,ENSG00000253043,RNU7-181P
ENSDARG00000083638,U7,ENSG00000251919,RNU7-105P
ENSDARG00000083638,U7,ENSG00000238987,RNU7-133P
ENSDARG00000083638,U7,ENSG00000238417,RNU7-63P
ENSDARG00000083638,U7,ENSG00000238374,RNU7-180P
ENSDARG00000083638,U7,ENSG00000238441,RNU7-130P
ENSDARG00000083638,U7,ENSG00000251914,RNU7-200P
ENSDARG00000083638,U7,ENSG00000252749,RNU7-116P
ENSDARG00000083638,U7,ENSG00000252532,RNU7-193P
ENSDARG00000083638,U7,ENSG00000238406,RNU7-171P
ENSDARG00000083638,U7,ENSG00000251981,RNU7-52P
ENSDARG00000083638,U7,ENSG00000238880,RNU7-59P
ENSDARG00000083638,U7,ENSG00000252003,RNU7-154P
ENSDARG00000083638,U7,ENSG00000239151,RNU7-195P
ENSDARG00000083638,U7,ENSG00000238735,RNU7-113P
ENSDARG00000083638,U7,ENSG00000238457,RNU7-169P
ENSDARG00000083638,U7,ENSG00000238357,RNU7-148P
ENSDARG00000083638,U7,ENSG00000238562,RNU7-159P
ENSDARG00000083638,U7,ENSG00000252413,RNU7-121P
ENSDARG00000080422,SNORD35,,
ENSDARG00000082213,SNORD35,ENSG00000200259,SNORD35A
ENSDARG00000082213,SNORD35,ENSG00000200530,SNORD35B
ENSDARG00000083417,U11,ENSG00000212413,RNU11-3P
ENSDARG00000083417,U11,ENSG00000274978,RNU11
ENSDARG00000083417,U11,ENSG00000212518,RNU11-5P
ENSDARG00000083417,U11,ENSG00000212429,RNU11-6P
ENSDARG00000083417,U11,ENSG00000212451,RNU11-4P
ENSDARG00000083417,U11,ENSG00000252707,RNU11-2P
ENSDARG00000089848,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000087328,U4,ENSG00000202339,RNU4-45P
ENSDARG00000087328,U4,ENSG00000199920,RNU4-44P
ENSDARG00000087328,U4,ENSG00000202538,RNU4-2
ENSDARG00000087328,U4,ENSG00000222750,RNU4-46P
ENSDARG00000087328,U4,ENSG00000200062,RNU4-58P
ENSDARG00000087328,U4,ENSG00000201821,RNU4-9P
ENSDARG00000087328,U4,ENSG00000222795,RNU4-83P
ENSDARG00000089313,U4,,
ENSDARG00000082871,U4,ENSG00000201609,RNU4-28P
ENSDARG00000082871,U4,ENSG00000200034,RNU4-73P
ENSDARG00000080132,U4,ENSG00000202157,RNU4-11P
ENSDARG00000083635,U4,ENSG00000202157,RNU4-11P
ENSDARG00000081432,U4,ENSG00000202157,RNU4-11P
ENSDARG00000082995,U4,ENSG00000202157,RNU4-11P
ENSDARG00000082529,U4,ENSG00000202157,RNU4-11P
ENSDARG00000082452,U4,ENSG00000202157,RNU4-11P
ENSDARG00000082424,U4,ENSG00000202157,RNU4-11P
ENSDARG00000081131,U4,ENSG00000202157,RNU4-11P
ENSDARG00000083303,U4,ENSG00000202157,RNU4-11P
ENSDARG00000083128,U4,ENSG00000202157,RNU4-11P
ENSDARG00000081970,U4,ENSG00000202157,RNU4-11P
ENSDARG00000091347,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000080493,snoU6-53,ENSG00000200785,SNORD8
ENSDARG00000080493,snoU6-53,ENSG00000199436,SNORD9
ENSDARG00000083593,SNORA54,ENSG00000207008,SNORA54
ENSDARG00000098579,Metazoa_SRP,ENSG00000239690,RN7SL668P
ENSDARG00000081895,SNORA9,ENSG00000252192,SNORA9
ENSDARG00000081895,SNORA9,ENSG00000202231,SNORA9
ENSDARG00000081895,SNORA9,ENSG00000277184,SNORA9
ENSDARG00000081895,SNORA9,ENSG00000206897,SNORA9B
ENSDARG00000081895,SNORA9,ENSG00000199282,SNORA9
ENSDARG00000084209,SNORA9,ENSG00000252192,SNORA9
ENSDARG00000084209,SNORA9,ENSG00000202231,SNORA9
ENSDARG00000084209,SNORA9,ENSG00000277184,SNORA9
ENSDARG00000084209,SNORA9,ENSG00000206897,SNORA9B
ENSDARG00000084209,SNORA9,ENSG00000199282,SNORA9
ENSDARG00000085594,SNORD37,ENSG00000206775,SNORD37
ENSDARG00000085594,SNORD37,ENSG00000212377,SNORD37
ENSDARG00000085594,SNORD37,ENSG00000212270,SNORD37
ENSDARG00000080172,SNORD37,ENSG00000206775,SNORD37
ENSDARG00000080172,SNORD37,ENSG00000212377,SNORD37
ENSDARG00000080172,SNORD37,ENSG00000212270,SNORD37
ENSDARG00000082891,SNORD42,ENSG00000201209,SNORD42
ENSDARG00000082891,SNORD42,ENSG00000202440,SNORD42
ENSDARG00000082891,SNORD42,ENSG00000238649,SNORD42A
ENSDARG00000082891,SNORD42,ENSG00000238423,SNORD42B
ENSDARG00000098998,snR50,,
ENSDARG00000103839,U3,ENSG00000212195,U3
ENSDARG00000104706,U3,ENSG00000212195,U3
ENSDARG00000080698,SNORD29,ENSG00000223004,SNORD29
ENSDARG00000081082,SNORA16,ENSG00000201544,SNORA16B
ENSDARG00000081082,SNORA16,ENSG00000201467,SNORA16
ENSDARG00000081082,SNORA16,ENSG00000212293,SNORA16
ENSDARG00000081082,SNORA16,ENSG00000280498,SNORA16A
ENSDARG00000081931,SNORA16,ENSG00000201544,SNORA16B
ENSDARG00000081931,SNORA16,ENSG00000201467,SNORA16
ENSDARG00000081931,SNORA16,ENSG00000212293,SNORA16
ENSDARG00000081931,SNORA16,ENSG00000280498,SNORA16A
ENSDARG00000104032,SNORA3,ENSG00000221639,SNORA3
ENSDARG00000104032,SNORA3,ENSG00000221148,SNORA3
ENSDARG00000104032,SNORA3,ENSG00000212607,SNORA3B
ENSDARG00000104032,SNORA3,ENSG00000221093,SNORA3
ENSDARG00000104032,SNORA3,ENSG00000221719,SNORA3C
ENSDARG00000102089,SNORA3,ENSG00000221639,SNORA3
ENSDARG00000102089,SNORA3,ENSG00000221148,SNORA3
ENSDARG00000102089,SNORA3,ENSG00000212607,SNORA3B
ENSDARG00000102089,SNORA3,ENSG00000221093,SNORA3
ENSDARG00000102089,SNORA3,ENSG00000221719,SNORA3C
ENSDARG00000104594,SNORA3,ENSG00000221639,SNORA3
ENSDARG00000104594,SNORA3,ENSG00000221148,SNORA3
ENSDARG00000104594,SNORA3,ENSG00000212607,SNORA3B
ENSDARG00000104594,SNORA3,ENSG00000221093,SNORA3
ENSDARG00000104594,SNORA3,ENSG00000221719,SNORA3C
ENSDARG00000080685,SNORA50,ENSG00000281910,SNORA50A
ENSDARG00000080823,SNORA73,ENSG00000201816,SNORA73
ENSDARG00000080823,SNORA73,ENSG00000200087,SNORA73B
ENSDARG00000080823,SNORA73,ENSG00000199977,SNORA73
ENSDARG00000080823,SNORA73,ENSG00000222145,SNORA73
ENSDARG00000080823,SNORA73,ENSG00000199212,RNU105C
ENSDARG00000080823,SNORA73,ENSG00000201348,RNU105B
ENSDARG00000083108,SNORA73,ENSG00000201816,SNORA73
ENSDARG00000083108,SNORA73,ENSG00000200087,SNORA73B
ENSDARG00000083108,SNORA73,ENSG00000199977,SNORA73
ENSDARG00000083108,SNORA73,ENSG00000222145,SNORA73
ENSDARG00000083108,SNORA73,ENSG00000199212,RNU105C
ENSDARG00000083108,SNORA73,ENSG00000201348,RNU105B
ENSDARG00000083400,SNORA73,ENSG00000201816,SNORA73
ENSDARG00000083400,SNORA73,ENSG00000200087,SNORA73B
ENSDARG00000083400,SNORA73,ENSG00000199977,SNORA73
ENSDARG00000083400,SNORA73,ENSG00000222145,SNORA73
ENSDARG00000083400,SNORA73,ENSG00000199212,RNU105C
ENSDARG00000083400,SNORA73,ENSG00000201348,RNU105B
ENSDARG00000104104,snoMBII-202,ENSG00000200084,SNORD68
ENSDARG00000102909,snoMBII-202,,
ENSDARG00000103061,U6,,
ENSDARG00000090217,U6,,
ENSDARG00000103258,U6,,
ENSDARG00000102739,U6,,
ENSDARG00000087590,U6,,
ENSDARG00000089430,U6,,
ENSDARG00000086967,U6,,
ENSDARG00000102205,U6,,
ENSDARG00000090205,U6,,
ENSDARG00000090825,U6,,
ENSDARG00000087735,U6,,
ENSDARG00000088960,U6,,
ENSDARG00000088535,U6,,
ENSDARG00000088162,U6,,
ENSDARG00000090050,U6,,
ENSDARG00000087056,U6,,
ENSDARG00000098829,U6,,
ENSDARG00000090927,U6,,
ENSDARG00000086700,U6,,
ENSDARG00000089072,U6,,
ENSDARG00000098763,U6,,
ENSDARG00000100238,U6,,
ENSDARG00000098128,U6,,
ENSDARG00000098468,U6,,
ENSDARG00000104645,U6,,
ENSDARG00000090251,U6,,
ENSDARG00000088826,U6,,
ENSDARG00000090060,U6,,
ENSDARG00000103010,U6,,
ENSDARG00000083154,U6,,
ENSDARG00000080305,U4,ENSG00000202157,RNU4-11P
ENSDARG00000082576,U4,ENSG00000202157,RNU4-11P
ENSDARG00000080945,U4,ENSG00000202157,RNU4-11P
ENSDARG00000091518,U6,,
ENSDARG00000083509,U4,ENSG00000202157,RNU4-11P
ENSDARG00000100091,U6,,
ENSDARG00000083166,U4,ENSG00000202157,RNU4-11P
ENSDARG00000098413,U6,,
ENSDARG00000080634,U4,ENSG00000202157,RNU4-11P
ENSDARG00000099881,5S_rRNA,ENSG00000272253,RNA5SP386
ENSDARG00000099881,5S_rRNA,ENSG00000199874,RNA5SP452
ENSDARG00000099881,5S_rRNA,ENSG00000199354,RNA5SP273
ENSDARG00000082013,U4,ENSG00000202157,RNU4-11P
ENSDARG00000101086,U6,,
ENSDARG00000081552,U4,ENSG00000202157,RNU4-11P
ENSDARG00000080065,U4,ENSG00000202157,RNU4-11P
ENSDARG00000098404,U6,,
ENSDARG00000083063,U1,ENSG00000199426,RNU1-108P
ENSDARG00000090968,U1,ENSG00000199426,RNU1-108P
ENSDARG00000091593,U1,ENSG00000199426,RNU1-108P
ENSDARG00000098619,U1,,
ENSDARG00000102351,U1,,
ENSDARG00000103931,U1,,
ENSDARG00000099879,U1,,
ENSDARG00000104509,U1,,
ENSDARG00000098891,U1,,
ENSDARG00000102685,U1,,
ENSDARG00000103448,U1,,
ENSDARG00000100713,U1,,
ENSDARG00000104646,U1,,
ENSDARG00000103421,U1,,
ENSDARG00000098055,U1,,
ENSDARG00000104452,U1,,
ENSDARG00000103374,U1,,
ENSDARG00000101529,U1,,
ENSDARG00000101287,U1,,
ENSDARG00000103269,U1,,
ENSDARG00000104599,U1,,
ENSDARG00000089226,U5,,
ENSDARG00000086780,U5,,
ENSDARG00000089688,U5,,
ENSDARG00000089250,U5,,
ENSDARG00000091183,U5,,
ENSDARG00000086280,U5,,
ENSDARG00000088349,U5,,
ENSDARG00000086473,U5,,
ENSDARG00000089337,U5,,
ENSDARG00000091290,U5,,
ENSDARG00000090325,U5,,
ENSDARG00000090138,U5,,
ENSDARG00000089916,U5,,
ENSDARG00000099941,U6,,
ENSDARG00000101152,U6,,
ENSDARG00000089740,U5,,
ENSDARG00000102526,U6,,
ENSDARG00000088787,U5,,
ENSDARG00000100934,U6,,
ENSDARG00000091097,U6,,
ENSDARG00000091632,U5,,
ENSDARG00000087240,U6,,
ENSDARG00000099977,U6,,
ENSDARG00000105006,U6,ENSG00000202528,RNU6-650P
ENSDARG00000084431,U6,ENSG00000202528,RNU6-650P
ENSDARG00000091018,U6,,
ENSDARG00000084727,U6,ENSG00000202528,RNU6-650P
ENSDARG00000091694,U6,,
ENSDARG00000105062,U6,ENSG00000202528,RNU6-650P
ENSDARG00000088578,U6,,
ENSDARG00000100079,U6,,
ENSDARG00000091812,U6,,
ENSDARG00000084499,U6,ENSG00000202528,RNU6-650P
ENSDARG00000103753,U6,,
ENSDARG00000091526,U6,,
ENSDARG00000087334,U6,,
ENSDARG00000104941,U6,,
ENSDARG00000087050,U6,,
ENSDARG00000104816,U6,,
ENSDARG00000086617,U6,,
ENSDARG00000098866,U6,,
ENSDARG00000102944,U6,,
ENSDARG00000101870,U6,ENSG00000202528,RNU6-650P
ENSDARG00000103018,U6,,
ENSDARG00000101509,U6,,
ENSDARG00000102086,U6,,
ENSDARG00000102760,U6,,
ENSDARG00000104461,U6,,
ENSDARG00000099333,U6,,
ENSDARG00000104250,U6,,
ENSDARG00000100493,U6,,
ENSDARG00000102183,U6,,
ENSDARG00000082473,U6,,
ENSDARG00000102220,U6,,
ENSDARG00000103171,U6,,
ENSDARG00000099826,U6,,
ENSDARG00000101550,U6,,
ENSDARG00000091165,U6,,
ENSDARG00000102222,U6,,
ENSDARG00000102971,U6,,
ENSDARG00000102196,U6,,
ENSDARG00000103895,U6,,
ENSDARG00000101177,U6,,
ENSDARG00000104245,U6,,
ENSDARG00000102527,U6,,
ENSDARG00000100924,U6,,
ENSDARG00000100448,U6,,
ENSDARG00000098262,U6,,
ENSDARG00000101100,U6,,
ENSDARG00000104033,U6,,
ENSDARG00000099820,U6,,
ENSDARG00000101262,U6,,
ENSDARG00000103406,U6,,
ENSDARG00000089639,U6,,
ENSDARG00000101875,U6,,
ENSDARG00000099135,U6,,
ENSDARG00000091645,U6,,
ENSDARG00000091045,U6,,
ENSDARG00000098429,U6,,
ENSDARG00000083979,U6,ENSG00000201135,RNU6-777P
ENSDARG00000083979,U6,ENSG00000201852,RNU6-702P
ENSDARG00000083979,U6,ENSG00000202070,RNU6-1175P
ENSDARG00000083979,U6,ENSG00000283313,U6
ENSDARG00000083979,U6,ENSG00000252556,RNU6-256P
ENSDARG00000083979,U6,ENSG00000252186,RNU6-781P
ENSDARG00000083979,U6,ENSG00000252688,RNU6-579P
ENSDARG00000083979,U6,ENSG00000201308,RNU6-512P
ENSDARG00000083979,U6,ENSG00000200917,RNU6-553P
ENSDARG00000102723,U6,,
ENSDARG00000103620,U6,,
ENSDARG00000102768,U6,,
ENSDARG00000100418,U6,,
ENSDARG00000101608,U6,,
ENSDARG00000101468,U6,,
ENSDARG00000081294,5S_rRNA,,
ENSDARG00000103539,5S_rRNA,ENSG00000272253,RNA5SP386
ENSDARG00000103539,5S_rRNA,ENSG00000199874,RNA5SP452
ENSDARG00000103539,5S_rRNA,ENSG00000199354,RNA5SP273
ENSDARG00000052553,lig3,ENSG00000005156,LIG3
ENSDARG00000104885,CABZ01033178.2,,
ENSDARG00000104790,CABZ01045617.1,,
ENSDARG00000103696,CABZ01064968.1,,
ENSDARG00000105114,crebrf,ENSG00000164463,CREBRF
ENSDARG00000101437,BX511010.2,,
ENSDARG00000102620,CABZ01076674.1,ENSG00000100330,MTMR3
